House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
26,Stone Shoal,Tracey,Walker,26,None,Single,Female,"Psychologist, prison and probation services",None,Christian
27,Stone Shoal,Megan,Freeman,64,Head,Married,Female,"Surveyor, building control",None,Christian
27,Stone Shoal,Declan,Freeman,63,Husband,Married,Male,Ophthalmologist,None,Christian
27,Stone Shoal,Stanley,Freeman,31,Son,Single,Male,Psychotherapist,None,Christian
27,Stone Shoal,Jodie,Freeman,29,Daughter,Single,Female,Financial controller,None,No Religion
27,Stone Shoal,Lee,Freeman,25,Son,Divorced,Male,"Radiographer, diagnostic",None,Christian
28,Stone Shoal,Molly,Gregory,47,Head,Married,Female,Set designer,None,No Religion
28,Stone Shoal,Gavin,Gregory,47,Husband,Married,Male,"Administrator, Civil Service",None,No Religion
28,Stone Shoal,Dylan,Gregory,9,Son,NA,Male,Student,None,No Religion
29,Stone Shoal,Lisa,Finch,33,Head,Married,Female,Physiotherapist,None,No Religion
29,Stone Shoal,Jeremy,Finch,35,Husband,Married,Male,"Designer, graphic",None,No Religion
29,Stone Shoal,June,Finch,6,Daughter,NA,Female,Student,None,No Religion
30,Stone Shoal,Emma,Ferguson,64,Head,Married,Female,Barista,None,No Religion
30,Stone Shoal,Aaron,Ferguson,66,Husband,Married,Male,Ship broker,None,No Religion
30,Stone Shoal,Claire,Ferguson,30,Daughter,Single,Female,"Nurse, adult",None,No Religion
30,Stone Shoal,Nicole,Ferguson,28,Daughter,Single,Female,Trade mark attorney,None,No Religion
31,Stone Shoal,Aaron,Hill,52,Head,Single,Male,Writer,None,No Religion
31,Stone Shoal,Sally,Parry,46,Partner,Single,Female,Community development worker,None,No Religion
31,Stone Shoal,Samuel,Hill,15,Son,NA,Male,Student,None,No Religion
32,Stone Shoal,Dorothy,Thompson,31,Head,Divorced,Female,Gaffer,None,Christian
32,Stone Shoal,Katie,Thompson,4,Adopted Daughter,NA,Female,Child,None,NA
32,Stone Shoal,George,Thompson,4,Son,NA,Male,Child,None,NA
33,Stone Shoal,Luke,Banks,31,Head,Single,Male,Nutritional therapist,None,No Religion
33,Stone Shoal,Nicola,Hooper,32,Partner,Single,Female,Water quality scientist,None,No Religion
33,Stone Shoal,Catherine,Banks,3,Daughter,NA,Female,Child,None,No Religion
33,Stone Shoal,Marie,Sutton,38,Lodger,Single,Female,TEFL teacher,None,Christian
33,Stone Shoal,Sharon,Glover,52,Lodger,Single,Female,"Education officer, environmental",None,No Religion
34,Stone Shoal,Georgina,Bailey,30,Head,Single,Female,"Sound technician, broadcasting/film/video",None,No Religion
34,Stone Shoal,Kathleen,Bailey,5,Daughter,NA,Female,Student,None,NA
34,Stone Shoal,Frank,Bailey,0,Son,NA,Male,Child,None,NA
34,Stone Shoal,Rita,Allan,29,Lodger,Single,Female,Brewing technologist,None,Christian
1,Lisburnedge Drive,Phillip,Johnson,28,Head,Single,Male,Transport planner,None,Christian
2,Lisburnedge Drive,Anthony,Houghton,73,Head,Widowed,Male,Retired Special educational needs teacher,None,Christian
3,Lisburnedge Drive,Emily,Saunders,40,Head,Divorced,Female,Petroleum engineer,None,No Religion
3,Lisburnedge Drive,Karen,Saunders,8,Step-Daughter,NA,Female,Student,None,NA
3,Lisburnedge Drive,John,Saunders,7,Step-Son,NA,Male,Student,None,NA
4,Lisburnedge Drive,Hilary,Hunt,39,Head,Single,Female,Equality and diversity officer,None,No Religion
5,Lisburnedge Drive,Kenneth,Nelson,35,Head,Single,Male,Office manager,None,No Religion
6,Lisburnedge Drive,Adam,Bevan,20,Head,Single,Male,University Student,None,No Religion
7,Lisburnedge Drive,Jack,Coates,35,Head,Single,Male,Planning and development surveyor,None,No Religion
8,Lisburnedge Drive,Rita,Simpson,30,Head,Divorced,Female,Oncologist,None,Christian
8,Lisburnedge Drive,Terry,Powell,62,Lodger,Divorced,Male,Aid worker,None,No Religion
9,Lisburnedge Drive,Gillian,Webb,28,Head,Widowed,Female,"Engineer, maintenance (IT)",None,No Religion
9,Lisburnedge Drive,Marian,Anderson,37,Lodger,Divorced,Female,Environmental consultant,None,No Religion
9,Lisburnedge Drive,Toby,Lloyd,56,Lodger,Single,Male,Radio producer,None,Christian
10,Lisburnedge Drive,Alice,Ellis,81,Head,Single,Female,Retired Geographical information systems officer,None,No Religion
11,Lisburnedge Drive,Alexandra,Hussain,42,Head,Married,Female,Commercial/residential surveyor,None,Christian
11,Lisburnedge Drive,Bryan,Hussain,41,Husband,Married,Male,Heritage manager,None,No Religion
11,Lisburnedge Drive,Kelly,Hussain,13,Daughter,NA,Female,Student,None,Christian
12,Lisburnedge Drive,Katy,Walters,35,Head,Married,Female,"Engineer, building services",None,No Religion
12,Lisburnedge Drive,Malcolm,Walters,40,Husband,Married,Male,"Designer, multimedia",None,No Religion
12,Lisburnedge Drive,William,Walters,5,Son,NA,Male,Student,None,No Religion
13,Lisburnedge Drive,Eileen,Clarke,30,Head,Single,Female,Sports coach,None,Christian
14,Lisburnedge Drive,Victor,Pearce,65,Head,Widowed,Male,Microbiologist,None,Christian
15,Lisburnedge Drive,Joyce,Chandler,62,Head,Divorced,Female,Pathologist,None,Christian
15,Lisburnedge Drive,Andrea,Chandler,34,Daughter,Single,Female,Transport planner,None,No Religion
15,Lisburnedge Drive,Jack,Chandler,30,Son,Single,Male,Operational investment banker,None,No Religion
15,Lisburnedge Drive,Deborah,Chandler,27,Daughter,Single,Female,Commercial/residential surveyor,None,No Religion
16,Lisburnedge Drive,Harriet,Whitehead,19,Head,Single,Female,University Student,None,Christian
17,Lisburnedge Drive,Brian,Robertson,20,Head,Single,Male,Housing manager/officer,None,No Religion
18,Lisburnedge Drive,Diane,Walsh,35,Head,Single,Female,Production engineer,None,Christian
18,Lisburnedge Drive,Gary,Baker,37,Partner,Single,Male,"Psychologist, sport and exercise",None,Christian
19,Lisburnedge Drive,Gillian,Day,96,Head,Married,Female,"Retired Editor, magazine features",None,Christian
19,Lisburnedge Drive,Maurice,Day,88,Husband,Married,Male,Retired Primary school teacher,None,No Religion
20,Lisburnedge Drive,Jasmine,Roberts,71,Head,Widowed,Female,Unemployed,None,Christian
20,Lisburnedge Drive,Mohammed,Roberts,36,Son,Divorced,Male,Office manager,None,No Religion
20,Lisburnedge Drive,John,Roberts,36,Son,Single,Male,"Conservator, furniture",None,Christian
20,Lisburnedge Drive,Valerie,Roberts,36,Daughter,Divorced,Female,Seismic interpreter,None,Christian
21,Lisburnedge Drive,June,Smith,35,Head,Single,Female,Unemployed,None,Sikh
22,Lisburnedge Drive,Dominic,Morgan,30,Head,Divorced,Male,IT trainer,None,No Religion
23,Lisburnedge Drive,Victor,Bond,48,Head,Single,Male,Data processing manager,None,Christian
24,Lisburnedge Drive,Bradley,Shaw,64,Head,Widowed,Male,Unemployed,None,Christian
25,Lisburnedge Drive,Laura,Hopkins,83,Head,Widowed,Female,Retired Dietitian,None,Christian
26,Lisburnedge Drive,Gillian,Davies,45,Head,Single,Female,Solicitor,None,Christian
26,Lisburnedge Drive,Damian,Murphy-Davies,10,Son,NA,Male,Student,None,NA
26,Lisburnedge Drive,Charlie,Murphy-Davies,9,Son,NA,Male,Student,None,NA
27,Lisburnedge Drive,William,Freeman,27,Head,Single,Male,Air traffic controller,None,No Religion
28,Lisburnedge Drive,Joshua,Wilson,93,Head,Widowed,Male,Retired Medical secretary,None,Christian
29,Lisburnedge Drive,Danielle,Jones,76,Head,Divorced,Female,Retired Insurance account manager,None,Christian
30,Lisburnedge Drive,Max,Duffy,33,Head,Single,Male,"Exhibitions officer, museum/gallery",None,No Religion
31,Lisburnedge Drive,Claire,Thompson,26,Head,Single,Female,Clothing/textile technologist,None,Christian
31,Lisburnedge Drive,Ashleigh,Green,44,None,Single,Female,"Pharmacist, hospital",None,No Religion
32,Lisburnedge Drive,Alison,Jones,69,Head,Divorced,Female,"Retired Librarian, public",None,Christian
33,Lisburnedge Drive,Dorothy,Wright,58,Head,Single,Female,Clinical biochemist,None,No Religion
34,Lisburnedge Drive,Claire,Wallace,47,Head,Married,Female,Theatre director,None,Christian
34,Lisburnedge Drive,Andrew,Wallace,46,Husband,Married,Male,Visual merchandiser,None,No Religion
34,Lisburnedge Drive,Derek,Wallace,15,Son,NA,Male,Student,None,No Religion
35,Lisburnedge Drive,Hugh,Smart,68,Head,Widowed,Male,Retired Museum/gallery curator,None,Christian
36,Lisburnedge Drive,Daniel,Lewis,41,Head,Divorced,Male,Horticultural consultant,None,Christian
37,Lisburnedge Drive,Edward,Brown,69,Head,Widowed,Male,Retired Web designer,None,Christian
38,Lisburnedge Drive,Jason,Morris,79,Head,Single,Male,Retired Estate agent,None,No Religion
39,Lisburnedge Drive,Hayley,Williams,58,Head,Widowed,Female,Financial trader,None,Christian
39,Lisburnedge Drive,Nicholas,Williams,25,Son,Single,Male,Theatre director,None,Christian
39,Lisburnedge Drive,Hilary,Williams,22,Daughter,Divorced,Female,University Student,None,No Religion
40,Lisburnedge Drive,Garry,Brown,61,Head,Single,Male,Location manager,None,No Religion
41,Lisburnedge Drive,Carolyn,Fisher,40,Head,Single,Female,"Producer, radio",None,Christian
41,Lisburnedge Drive,Clive,Giles,37,Partner,Single,Male,Make,None,No Religion
42,Lisburnedge Drive,Jeffrey,Davidson-Begum,67,Head,Married,Male,"Engineer, broadcasting (operations)",None,Christian
42,Lisburnedge Drive,Yvonne,,67,Wife,Married,Female,Science writer,None,Christian
43,Lisburnedge Drive,Wendy,Barker,63,Head,Married,Female,"Scientist, research (physical sciences)",None,Christian
43,Lisburnedge Drive,Rhys,Barker,64,Husband,Married,Male,Surgeon,None,Christian
44,Lisburnedge Drive,Abdul,Richards,19,Head,Married,Male,University Student,None,Hindu
44,Lisburnedge Drive,Alison,Richards,19,Wife,Married,Female,University Student,None,Hindu
45,Lisburnedge Drive,Jill,Smith,29,Head,Single,Female,"Engineer, structural",None,No Religion
46,Lisburnedge Drive,Amber,Hammond,42,Head,Single,Female,Patent examiner,None,Christian
47,Lisburnedge Drive,Gary,Williams,31,Head,Single,Male,Osteopath,None,Hindu
48,Lisburnedge Drive,Shane,Little,55,Head,Single,Male,Psychiatric nurse,None,Christian
48,Lisburnedge Drive,Carole,Chambers,50,Partner,Single,Female,Psychotherapist,None,Christian
49,Lisburnedge Drive,Conor,Woodward,56,Head,Single,Male,"Exhibitions officer, museum/gallery",None,Christian
50,Lisburnedge Drive,Linda,Robinson,35,Head,Single,Female,Data scientist,None,No Religion
50,Lisburnedge Drive,Terence,Bond,36,Partner,Single,Male,Public house manager,None,No Religion
50,Lisburnedge Drive,Derek,Robinson,1,Son,NA,Male,Child,None,No Religion
50,Lisburnedge Drive,Ronald,Robinson,0,Son,NA,Male,Child,None,No Religion
51,Lisburnedge Drive,Gillian,Burton,81,Head,Widowed,Female,Retired Quantity surveyor,None,Christian
52,Lisburnedge Drive,Lesley,Haynes,37,Head,Married,Female,Retail manager,None,Christian
52,Lisburnedge Drive,Hugh,Haynes,39,Husband,Married,Male,Jewellery designer,None,Christian
52,Lisburnedge Drive,Thomas,Haynes,13,Son,NA,Male,Student,None,Christian
53,Lisburnedge Drive,Molly,Jackson,50,Head,Single,Female,Risk analyst,None,Christian
54,Lisburnedge Drive,Gillian,Wright,72,Head,Married,Female,"Retired Solicitor, Scotland",None,No Religion
54,Lisburnedge Drive,Kieran,Wright,73,Husband,Married,Male,Unemployed,None,No Religion
55,Lisburnedge Drive,Geraldine,Lambert,45,Head,Single,Female,"Investment banker, corporate",None,Christian
55,Lisburnedge Drive,Amanda,Lambert,7,Daughter,NA,Female,Student,None,NA
55,Lisburnedge Drive,Rosie,Lambert,4,Daughter,NA,Female,Child,None,NA
56,Lisburnedge Drive,Adrian,Wright,82,Head,Married,Male,Retired Best boy,None,Christian
56,Lisburnedge Drive,Kimberley,Wright,80,Wife,Married,Female,"Retired Engineer, materials",None,No Religion
57,Lisburnedge Drive,Martin,Duncan,50,Head,Married,Male,Amenity horticulturist,None,Christian
57,Lisburnedge Drive,Carly,Duncan,46,Wife,Married,Female,Insurance claims handler,Unknown Infection,Christian
57,Lisburnedge Drive,Trevor,Duncan,9,Son,NA,Male,Student,None,NA
58,Lisburnedge Drive,Helen,Lewis,65,Head,Widowed,Female,"Engineer, biomedical",None,Christian
59,Lisburnedge Drive,Emily,Nicholls,63,Head,Single,Female,"Doctor, general practice",None,Christian
60,Lisburnedge Drive,Joseph,Reed,37,Head,Single,Male,"Geologist, wellsite",None,Christian
61,Lisburnedge Drive,Oliver,Dobson,22,Head,Single,Male,University Student,None,Christian
62,Lisburnedge Drive,Annette,Hayes,72,Head,Widowed,Female,Retired Customer service manager,None,Christian
63,Lisburnedge Drive,Shane,Bevan,88,Head,Widowed,Male,"Retired Scientist, audiological",None,Christian
64,Lisburnedge Drive,Harriet,Lane,80,Head,Divorced,Female,Retired Leisure centre manager,None,Christian
65,Lisburnedge Drive,Victor,Jennings,29,Head,Married,Male,Learning mentor,None,Christian
65,Lisburnedge Drive,Irene,Jennings,23,Wife,Married,Female,"Scientist, research (medical)",None,Christian
66,Lisburnedge Drive,Victoria,Barnett,68,Head,Widowed,Female,"Retired Engineer, automotive",None,Christian
67,Lisburnedge Drive,Cameron,Parsons,19,Head,Divorced,Male,University Student,None,Christian
68,Lisburnedge Drive,Clifford,Wade,18,Head,Single,Male,University Student,None,No Religion
68,Lisburnedge Drive,Katy,Smith,23,None,Single,Female,PhD Student,None,No Religion
69,Lisburnedge Drive,Josephine,Mason,39,Head,Single,Female,"Psychologist, educational",None,Christian
70,Lisburnedge Drive,Chloe,Smith,74,Head,Widowed,Female,Retired Chartered certified accountant,None,No Religion
71,Lisburnedge Drive,Karen,Evans,46,Head,Single,Female,English as a foreign language teacher,None,Christian
71,Lisburnedge Drive,Chelsea,Evans,17,Daughter,NA,Female,Student,None,NA
71,Lisburnedge Drive,Clare,Williams,14,Daughter,NA,Female,Student,None,NA
72,Lisburnedge Drive,Damian,Read,54,Head,Divorced,Male,Sports development officer,None,No Religion
73,Lisburnedge Drive,Eric,Wright,70,Head,Single,Male,Retired English as a foreign language teacher,None,No Religion
74,Lisburnedge Drive,Elizabeth,Edwards,49,Head,Married,Female,Intelligence analyst,None,No Religion
74,Lisburnedge Drive,Declan,Edwards,56,Husband,Married,Male,Technical brewer,None,No Religion
74,Lisburnedge Drive,Bernard,Bowen,10,Grandson,NA,Male,Student,None,NA
75,Lisburnedge Drive,Kim,Collier,67,Head,Widowed,Female,Unemployed,None,Christian
75,Lisburnedge Drive,Leonard,Collier,34,Son,Single,Male,Unemployed,None,Christian
76,Lisburnedge Drive,Diane,Pearce,50,Head,Divorced,Female,"Engineer, communications",None,Christian
76,Lisburnedge Drive,Martin,Pearce,14,Son,NA,Male,Student,None,NA
77,Lisburnedge Drive,Olivia,Dodd,33,Head,Divorced,Female,Administrator,None,No Religion
77,Lisburnedge Drive,Marian,Sanders,20,Lodger,Single,Female,Unemployed,None,Christian
77,Lisburnedge Drive,Paula,Evans,40,Lodger,Single,Female,Recycling officer,None,Christian
78,Lisburnedge Drive,Simon,Hammond,86,Head,Widowed,Male,"Retired Surveyor, quantity",None,Christian
79,Lisburnedge Drive,Mitchell,Davies,33,Head,Single,Male,Glass blower/designer,None,No Religion
80,Lisburnedge Drive,Alan,Graham,32,Head,Single,Male,"Therapist, drama",None,No Religion
81,Lisburnedge Drive,Peter,Wilkins,72,Head,Widowed,Male,Retired Visual merchandiser,None,No Religion
82,Lisburnedge Drive,Robert,Price,26,Head,Single,Male,Phytotherapist, ,Sikh
83,Lisburnedge Drive,Leah,Watkins,48,Head,Married,Female,"Presenter, broadcasting",None,No Religion
83,Lisburnedge Drive,Kenneth,Watkins,53,Husband,Married,Male,Legal executive,None,No Religion
83,Lisburnedge Drive,Rosemary,Watkins,12,Daughter,NA,Female,Student,None,No Religion
84,Lisburnedge Drive,Richard,Young,71,Head,Widowed,Male,Retired Clinical embryologist,None,Christian
85,Lisburnedge Drive,Darren,Fry,41,Head,Divorced,Male,Chartered public finance accountant,None,Christian
86,Lisburnedge Drive,Pamela,Bell,46,Head,Divorced,Female,"Designer, textile",None,Christian
86,Lisburnedge Drive,Lewis,Bell,22,Son,Divorced,Male,University Student,None,No Religion
86,Lisburnedge Drive,Alex,Bell,20,Son,Single,Male,University Student,None,Christian
87,Lisburnedge Drive,Helen,Young,64,Head,Married,Female,Paramedic,None,Christian
87,Lisburnedge Drive,George,Young,68,Husband,Married,Male,Retired Printmaker,None,Christian
87,Lisburnedge Drive,Barbara,Young,38,Daughter,Divorced,Female,Physiological scientist,None,Christian
87,Lisburnedge Drive,Oliver,Young,36,Son,Single,Male,Barrister,None,Christian
88,Lisburnedge Drive,Alison,Matthews,19,Head,Single,Female,University Student,None,No Religion
89,Lisburnedge Drive,Gail,Davies,29,Head,Divorced,Female,Veterinary surgeon,None,Christian
89,Lisburnedge Drive,Melanie,Scott,2,Step-Daughter,NA,Female,Child,None,NA
90,Lisburnedge Drive,Georgia,Warren,45,Head,Married,Female,Photographer,None,Christian
90,Lisburnedge Drive,Adrian,Warren,48,Husband,Married,Male,"Engineer, structural",None,Christian
90,Lisburnedge Drive,Patricia,Warren,15,Daughter,NA,Female,Student,None,No Religion
91,Lisburnedge Drive,Hannah,Flynn,23,Head,Divorced,Female,"Engineer, energy",None,Christian
92,Lisburnedge Drive,Dawn,Moss,37,Head,Married,Female,Quarry manager,None,Christian
92,Lisburnedge Drive,Gerard,Moss,37,Husband,Married,Male,Health visitor,None,Christian
93,Lisburnedge Drive,Francis,Porter,48,Head,Single,Male,Unemployed,None,No Religion
93,Lisburnedge Drive,Aaron,Hopkins,56,None,Single,Male,Orthoptist,None,Christian
93,Lisburnedge Drive,Bryan,Vincent,52,None,Single,Male,"Horticulturist, commercial",None,Christian
93,Lisburnedge Drive,Gregory,Allen,54,None,Single,Male,"Exhibitions officer, museum/gallery",None,Christian
94,Lisburnedge Drive,Leah,Scott,66,Head,Widowed,Female,Medical physicist,None,Christian
95,Lisburnedge Drive,Olivia,King,73,Head,Divorced,Female,Retired Information systems manager,None,Christian
96,Lisburnedge Drive,Elaine,Higgins,47,Head,Single,Female,Unemployed,None,No Religion
96,Lisburnedge Drive,Jenna,Higgins,10,Daughter,NA,Female,Student,None,NA
97,Lisburnedge Drive,Aaron,Miller,64,Head,Divorced,Male,Theatre manager,None,Christian
98,Lisburnedge Drive,Lucy,Potter,65,Head,Widowed,Female,Unemployed,None,Christian
99,Lisburnedge Drive,Cheryl,Smith,36,Head,Divorced,Female,Air broker,None,Christian
100,Lisburnedge Drive,Patrick,Walker,35,Head,Single,Male,Emergency planning/management officer,None,Christian
101,Lisburnedge Drive,Ann,Hall,23,Head,Single,Female,PhD Student,None,No Religion
101,Lisburnedge Drive,Judith,Holden,22,None,Single,Female,University Student,None,No Religion
101,Lisburnedge Drive,Jeffrey,Robinson,22,None,Single,Male,University Student,None,Christian
